Customer_Name,Street_Address,City,State,Zipcode,Age,Income,Payment_History,Number_of_Open_Credit_Cards,Credit_Score,Total_Debt,State_FIPS,Region_FIPS
Wolfgang Kamen,18035 Forest Street,Austin,TX,78710,64,120276,0.76,9,511,252361,48,3
Kenneth Tivenan,688 Oak Valley Drive,Lincoln,NE,68505,20,35478,0.82,3,617,440995,31,2
Missie Lawty,76590 Scofield Trail,New Orleans,LA,70165,59,135264,0.74,2,450,184356,22,3
Bram Cheesley,1979 Chinook Crossing,San Francisco,CA,94116,55,60038,0.75,11,453,151739,6,4
Merla Sopper,3346 Linden Park,Dallas,TX,75226,77,129801,1,7,312,121032,48,3
Maudie Yushin,9458 Paget Street,Naples,FL,34108,71,149266,0.85,10,675,474661,12,3
Phylys Lindsley,41407 Summit Pass,Pensacola,FL,32526,55,65898,0.88,4,681,326831,12,3
Kimmy MacMakin,941 Vera Plaza,Decatur,IL,62525,49,80599,0.75,9,495,57633,17,2
Ulrike Boyde,09260 Riverside Court,Omaha,NE,68144,36,50715,1,0,315,30174,31,2
Vanda Bisatt,8 Huxley Alley,Eugene,OR,97405,64,79806,0.75,9,461,286465,41,4
Alida Junkinson,8 Karstens Hill,Tulsa,OK,74184,66,57627,0.85,2,659,224941,40,3
Tarrah Allflatt,6 Meadow Ridge Terrac,Cleveland,OH,44105,66,142744,0.76,6,521,341898,39,2
Danila Gange,8 Cordelia Center,Vancouver,WA,98687,66,131641,0.74,3,450,422145,53,4
Terrel Vedeniktov,0 Larry Alley,San Antonio,TX,78265,44,149753,0.85,6,663,37972,48,3
Henderson Weddell,5 Red Cloud Plaza,Waco,TX,76796,56,83403,0.98,3,795,493976,48,3
Carmencita Bollans,11 Veith Avenue,El Paso,TX,88563,55,44709,1,11,303,184217,48,3
Cacilia Darthe,218 Moulton Parkway,Duluth,MN,55811,52,55494,0.75,9,489,91060,27,2
Lanny Dudding,22702 Stang Park,Panama City,FL,32405,39,113633,0.82,12,610,52399,12,3
Hannis Habard,8571 Dixon Park,Shreveport,LA,71137,26,115028,0.98,6,762,461469,22,3
Dee Jeens,85382 Anthes Hill,Pensacola,FL,32505,64,35831,0.75,0,486,496189,12,3
Austina Mingardi,8429 Village Crossing,Los Angeles,CA,90087,60,108126,0.75,8,484,147410,6,4
Delphine McNutt,442 Tennyson Crossing,El Paso,TX,79911,49,61534,1,8,314,453064,48,3
Katalin Leidl,22756 Muir Center,Las Vegas,NV,89120,44,121259,0.76,2,514,340751,32,4
Anya Beacom,38 Longview Way,Shreveport,LA,71166,76,31213,0.75,12,458,452733,22,3
Rosella Vaillant,67596 Warbler Center,Valdosta,GA,31605,62,133525,0.7,3,366,297594,13,3
Winthrop Billison,5748 Judy Trail,Grand Rapids,MI,49505,64,132437,0.77,8,535,131804,26,2
Adolphe White,4966 Weeping Birch Pa,Jacksonville,FL,32209,52,129126,0.88,0,684,344257,12,3
Selby Kinnerley,551 Barby Place,Minneapolis,MN,55412,27,118275,0.99,9,810,414093,27,2
Karney Riolfi,8425 Myrtle Street,Wichita,KS,67260,59,77432,0.98,4,787,318566,20,2
Abbott Gowlett,13 Aberg Crossing,Birmingham,AL,35236,44,141220,0.98,0,776,358098,1,3
Talya Scrivin,5 Lakeland Junction,Sacramento,CA,95813,53,109231,0.98,11,782,150413,6,4
Shermy Roberts,8251 Briar Crest Aven,Dallas,TX,75323,36,56848,0.8,11,592,294729,48,3
Lyn Jerson,10600 Scott Terrace,Biloxi,MS,39534,39,26632,0.74,8,439,336191,28,3
Junie Channon,4831 Forster Avenue,Carlsbad,CA,92013,51,40563,0.7,7,396,246547,6,4
Clarie Adamiak,38 Quincy Way,Portland,OR,97255,56,121667,0.77,4,549,123335,41,4
Ashby Schult,92118 Jackson Center,San Francisco,CA,94177,55,115096,0.82,0,619,72205,6,4
Felizio Spurgin,594 Briar Crest Way,Davenport,IA,52804,61,114661,0.76,13,522,302833,19,2
Kimble Flury,9 Westerfield Street,Pittsburgh,PA,15250,40,78383,1,7,331,133879,42,1
Cooper Camois,45467 Stuart Center,Arlington,VA,22212,56,44000,0.78,7,555,119505,51,3
Cecil Mahmood,221 Maple Pass,Irving,TX,75062,78,49538,1,12,320,124190,48,3
Laurie Reilinger,315 Sutherland Street,Wichita Falls,TX,76305,35,72259,0.77,7,546,330992,48,3
Armand Pierpoint,9983 Karstens Alley,Sacramento,CA,94230,47,125684,0.99,3,818,329091,6,4
Davy Harly,552 Butternut Plaza,Columbus,OH,43231,28,85593,0.85,13,675,181845,39,2
Leif Marcussen,79363 Anderson Alley,Amarillo,TX,79159,56,56479,0.99,5,816,43411,48,3
Ringo Hubery,20665 Sommers Center,Visalia,CA,93291,48,79739,0.82,5,611,55706,6,4
Danny Brader,94656 Melby Way,Chicago,IL,60641,40,112391,0.83,11,639,468841,17,2
Randal Housecroft,85408 Dovetail Alley,Shreveport,LA,71130,38,45164,0.83,5,633,338047,22,3
Fairleigh Ambrogetti,221 Thierer Lane,Norfolk,VA,23504,47,53014,1,14,347,494899,51,3
Randolf Kennard,78440 Dapin Crossing,Shreveport,LA,71130,57,138625,0.76,12,513,492571,22,3
Loraine Lowthorpe,99 Harper Court,Newark,NJ,7188,22,127387,1,14,829,301981,34,1
Gay Riccione,15 Anniversary Parkwa,Kansas City,MO,64114,54,114114,0.83,13,631,159588,29,2
Zea Warhurst,9962 Michigan Park,Kansas City,MO,64101,54,58036,0.76,10,525,435883,29,2
Keen Mourgue,175 Lake View Trail,Trenton,NJ,8638,24,48964,0.78,2,559,264954,34,1
Ellis Setchfield,51 Ridgeview Street,Omaha,NE,68117,46,90512,0.8,6,594,38903,31,2
Clementina Ferrandez,40 Valley Edge Place,Denver,CO,80241,79,37390,0.92,13,717,68638,8,4
Larina Viles,1 Mallory Road,Boise,ID,83716,75,145079,0.88,11,677,189644,16,4
Micki Nuschke,37914 Transport Stree,Savannah,GA,31405,33,119232,0.72,0,419,215746,13,3
Bobby Frye,6511 Mcbride Street,Pasadena,CA,91117,65,114183,0.75,2,481,420061,6,4
Garry Philpott,5226 Ohio Alley,Tacoma,WA,98464,55,75842,0.96,15,742,435522,53,4
Dante Dumberrill,29 Express Way,Pittsburgh,PA,15274,31,77396,1,11,337,357855,42,1
Ingelbert Duetsche,09 Norway Maple Pass,Norfolk,VA,23509,43,140008,0.75,7,470,147462,51,3
Carmelina Corgenvin,1264 Helena Plaza,Sacramento,CA,94273,29,145567,0.74,6,437,385528,6,4
Stacia Turford,2 Thompson Place,San Francisco,CA,94105,58,40187,0.98,12,778,73626,6,4
Loralyn Kristoffersso,7463 Lillian Parkway,Greensboro,NC,27404,71,85688,0.76,10,515,472000,37,3
Ferguson Jedrzejkiewi,30 Longview Point,Spartanburg,SC,29319,28,62946,0.7,15,381,212330,45,3
Brigida Frantz,02823 Nobel Avenue,Metairie,LA,70033,29,50715,0.98,1,754,439050,22,3
Rosita Screeton,36627 Cordelia Way,Las Cruces,NM,88006,62,46017,0.82,6,623,309385,35,4
Rubetta Teaz,4826 Rockefeller Way,Tucson,AZ,85748,25,123535,0.76,4,501,206697,4,4
Starr Duthie,10205 Troy Circle,Milwaukee,WI,53234,21,30315,0.88,4,698,124409,55,2
Shelagh Storer,422 Ridgeview Trail,El Paso,TX,88574,62,124520,0.8,15,580,14244,48,3
Nefen Daverin,01521 Burrows Avenue,San Jose,CA,95108,69,99615,0.76,12,510,291330,6,4
Kimbell Benitez,5 Nancy Center,Palatine,IL,60078,35,110992,0.78,12,565,279448,17,2
Chick Hugenin,8 Valley Edge Junctio,Austin,TX,78721,40,124065,0.77,10,547,477900,48,3
Fee Aickin,02188 Rowland Lane,Greensboro,NC,27415,72,117332,0.77,8,539,61088,37,3
Marika Shynn,5757 Springview Pass,Los Angeles,CA,90035,32,63840,0.78,8,563,406902,6,4
Glory Iczokvitz,73730 Toban Trail,Washington,DC,20392,51,122475,0.7,11,385,281785,11,3
Mildrid Norewood,47 Fallview Way,Arlington,TX,76004,77,60594,0.98,0,778,136346,48,3
Valentina Rout,4450 Buena Vista Poin,Phoenix,AZ,85030,33,133408,1,5,342,363304,4,4
Sacha Bolens,112 Hoepker Junction,Fort Worth,TX,76134,61,100839,0.85,3,661,89086,48,3
Lelah Bennett,672 Goodland Avenue,Akron,OH,44321,78,147391,1,5,341,22519,39,2
Rogers Braybrooks,0 Gerald Center,Denver,CO,80223,69,88572,0.7,8,394,162312,8,4
Anthe Del Monte,329 Karstens Road,El Paso,TX,88589,53,85767,0.75,6,478,237232,48,3
Lissa Stanlake,87049 Summerview Stre,Jacksonville,FL,32225,51,49621,0.83,3,648,232270,12,3
Ashbey Astlet,95 Scott Point,Tucson,AZ,85725,22,61638,1,6,323,415326,4,4
Adrea Shepton,70 Eagan Plaza,Winston Salem,NC,27116,62,79273,0.96,2,748,244097,37,3
Gypsy Robjents,968 Sunbrook Avenue,Fort Myers,FL,33994,73,138611,0.77,8,545,419631,12,3
Thibaut Alliker,30 Hollow Ridge Court,Greenville,SC,29615,31,36337,0.96,3,738,78725,45,3
Jorry Alu,689 Eggendart Road,Detroit,MI,48275,48,144780,1,4,350,30055,26,2
Aloise Driffield,19538 Jenna Point,Albuquerque,NM,87201,36,103875,1,3,304,282878,35,4
Suzy Hallwood,8586 Almo Center,Madison,WI,53790,28,133403,0.98,15,756,254357,55,2
Rob Ellingsworth,46850 Quincy Place,Daytona Beach,FL,32118,37,140996,0.8,9,599,184252,12,3
Kamillah Tanslie,12186 Cambridge Trail,Harrisburg,PA,17110,49,89947,1,5,827,315084,42,1
Sabrina Couser,28 Annamark Road,Detroit,MI,48217,30,55963,1,14,321,49131,26,2
Anna-diane Lincey,9 Summer Ridge Circle,Saint Louis,MO,63126,23,122363,0.75,13,452,246016,29,2
Claretta Coote,9422 Monument Lane,Springfield,VA,22156,30,139158,0.88,15,676,8769,51,3
Homerus Gorst,71 Pankratz Center,Houston,TX,77260,33,38526,0.75,15,457,262055,48,3
Merrilee Regardsoe,858 Spohn Hill,Huntington,WV,25705,72,135351,0.99,8,809,43324,54,3
Carena Gray,65837 Independence Ce,Reston,VA,22096,31,94974,0.98,14,789,233030,51,3
Robbie O'Loughnan,733 Oneill Parkway,San Jose,CA,95133,66,149771,0.98,1,775,167903,6,4
Lew Brellin,2 Clyde Gallagher Hil,Houston,TX,77201,38,86756,0.83,10,630,490024,48,3
Letta Hubbert,09 Anhalt Court,Clearwater,FL,33763,30,84191,0.76,10,518,437155,12,3
Aindrea Ogborn,8256 Troy Plaza,Los Angeles,CA,90050,54,101416,0.98,2,779,363385,6,4
Coop MacGorley,446 Rutledge Lane,Young America,MN,55573,65,98576,1,13,329,459368,27,2
Aarika Limpricht,84951 Washington Terr,Nashville,TN,37245,47,114052,0.74,10,442,38041,47,3
Nikita Francie,07224 Sommers Street,Fresno,CA,93794,29,115709,0.7,7,384,79131,6,4
Angeline Challin,76 Armistice Crossing,Atlanta,GA,30375,78,115324,0.72,13,422,233487,13,3
Giuditta Wilcott,3 Ronald Regan Drive,Albany,NY,12262,55,107009,0.8,15,594,242486,36,1
Filippo Collopy,1 Arkansas Lane,Clearwater,FL,34615,75,69830,0.74,12,427,199192,12,3
Eb Walhedd,9550 Rowland Drive,Santa Ana,CA,92705,67,76894,0.82,7,602,369119,6,4
Sarina Czadla,9776 Fairview Terrace,Laurel,MD,20709,49,119029,0.75,0,476,156272,24,3
Fairlie Shawdforth,8 Thierer Place,San Francisco,CA,94154,49,68543,0.75,8,481,293471,6,4
Basil Townsley,0786 Russell Place,Tulsa,OK,74116,47,147845,0.7,14,367,374301,40,3
Fallon Pretswell,5413 Raven Center,Philadelphia,PA,19115,59,75614,0.75,8,463,188685,42,1
Gil Dubois,08 Steensland Junctio,Montgomery,AL,36119,71,63616,0.8,7,588,310940,1,3
Kamilah Neeves,9394 Eggendart Drive,Austin,TX,78715,34,129374,0.8,15,584,368552,48,3
Charla McCarrick,363 Ronald Regan Terr,Santa Fe,NM,87592,37,52558,0.7,5,371,426869,35,4
Charissa McMurdo,42894 Moose Place,Austin,TX,78764,28,39691,0.99,12,802,471357,48,3
Ashleigh Gjerde,2 Ramsey Drive,Rochester,NY,14624,67,121166,0.82,13,603,21556,36,1
Lila McMillan,758 Declaration Avenu,Beaufort,SC,29905,64,76299,1,11,842,492622,45,3
Mary Keems,1764 Continental Alle,Crawfordsvill,IN,47937,48,142187,0.74,3,439,78931,18,2
Alys Coytes,3 Mesta Avenue,Shreveport,LA,71166,47,82858,0.83,12,644,440524,22,3
Sharl Lesslie,615 Green Ridge Park,Augusta,GA,30919,62,100397,0.77,0,546,390330,13,3
Byron Cowsby,0755 Oriole Road,Kissimmee,FL,34745,34,64325,0.92,13,715,329893,12,3
Judy Cona,08589 Corry Drive,Des Moines,IA,50315,21,122488,0.77,9,540,177242,19,2
Gloria Kienl,0 Buena Vista Parkway,Cincinnati,OH,45218,53,146530,1,10,304,232480,39,2
Concettina Hlavecek,0 Judy Junction,Charlotte,NC,28230,48,100967,0.88,4,681,433798,37,3
Leeland Haggarty,13773 Helena Court,Warren,OH,44485,48,95897,0.99,12,809,84456,39,2
Lonny Bees,4030 Delladonna Court,Jacksonville,FL,32259,54,116205,0.99,5,804,319254,12,3
Mariquilla Simao,82510 Pawling Junctio,Bronx,NY,10454,49,65857,0.98,10,776,182880,36,1
Waylin Franzettoini,5 Truax Point,Houston,TX,77240,64,149215,0.74,3,442,401569,48,3
Nap Orcott,731 Anderson Crossing,Dallas,TX,75367,48,124015,0.7,1,360,48104,48,3
Bryn Gaither,59908 Hallows Alley,Denver,CO,80291,29,48144,0.8,14,591,309336,8,4
Hew Thunnercliff,66734 Jenifer Court,Fresno,CA,93715,54,139575,0.77,14,527,79731,6,4
Amalie Laroux,898 Atwood Court,Miami,FL,33147,50,59872,0.99,15,807,343695,12,3
Bear Gentzsch,8170 Myrtle Junction,Beaumont,TX,77705,33,140258,0.77,0,526,381348,48,3
Ade Durning,883 Onsgard Avenue,Mc Keesport,PA,15134,49,77367,1,8,309,104091,42,1
Hope Lamp,79891 Donald Lane,Manchester,NH,3105,34,103529,0.78,4,575,377653,33,1
Jen Simounet,0971 Crest Line Junct,Whittier,CA,90610,65,132361,0.82,2,615,296218,6,4
Lincoln Stelfax,0246 Goodland Park,Spokane,WA,99210,24,91794,0.75,2,467,171112,53,4
Tracie Stribling,322 Victoria Place,Topeka,KS,66606,37,35291,0.92,1,703,99185,20,2
Paula Becke,2593 Utah Circle,Juneau,AK,99812,20,53592,0.98,8,765,158252,2,4
Christiana Fasham,74 Prairie Rose Park,Frederick,MD,21705,65,119960,0.77,7,544,66192,24,3
Sephira Pattinson,5301 Corben Alley,Springfield,IL,62718,20,42788,0.83,13,634,149930,17,2
Sully Madgwick,663 Oak Place,Denver,CO,80243,29,138943,0.7,4,386,294857,8,4
Cash Paula,9071 Longview Court,Pensacola,FL,32590,45,59276,0.75,14,492,333844,12,3
Nels Gogarty,1 Eliot Lane,Saint Petersb,FL,33710,77,60026,0.7,8,367,458166,12,3
Margie Dmitriev,8 Hauk Plaza,Clearwater,FL,34615,20,83881,0.7,4,374,467340,12,3
Boigie Bucktrout,917 Lighthouse Bay Ci,Visalia,CA,93291,37,77015,0.96,0,734,256230,6,4
Penn Feldbaum,36 Rusk Center,Staten Island,NY,10310,62,74928,0.75,4,497,432642,36,1
Mitch Beagles,725 Hermina Road,North Las Veg,NV,89036,80,110930,0.7,9,390,358065,32,4
Fernanda Dabbes,0 Lakewood Gardens Pl,Colorado Spri,CO,80951,68,99091,0.74,0,437,459355,8,4
Otha Dench,815 Grasskamp Avenue,Pasadena,CA,91109,25,146150,0.7,1,400,455054,6,4
Devonna Zum Felde,8098 Kropf Pass,Huntington,WV,25716,60,140468,0.98,0,765,417439,54,3
Abbi Phebey,5 Center Circle,Sacramento,CA,94263,53,36045,0.78,15,572,46786,6,4
Darcy Deners,9092 Thackeray Parkwa,Palm Bay,FL,32909,66,34351,0.7,12,360,375372,12,3
Honor Walduck,9 Lakewood Gardens Te,San Antonio,TX,78291,35,88140,1,4,829,190088,48,3
Glenn Lanaway,559 Kim Terrace,Waterbury,CT,6705,75,144678,1,9,316,293632,9,1
Lou Hazley,358 Esch Hill,San Bernardin,CA,92424,65,131291,0.96,8,730,466081,6,4
Marti Pilsbury,5362 Bunker Hill Poin,New York City,NY,10280,53,100002,0.72,12,424,390703,36,1
Dorie Okker,4 Portage Parkway,Brooklyn,NY,11231,39,53601,0.75,11,491,35500,36,1
Aldric Alkin,24 Basil Hill,Philadelphia,PA,19146,20,105705,0.98,4,797,325353,42,1
Morgen Douche,04 Forest Trail,West Palm Bea,FL,33416,78,101477,0.77,10,527,443268,12,3
Davide Mellows,542 2nd Circle,Zephyrhills,FL,33543,67,118532,0.77,5,526,99640,12,3
Jori Morey,312 Claremont Junctio,Tampa,FL,33633,32,46290,0.76,1,523,464285,12,3
Kalil Scadding,916 Mandrake Street,Saint Louis,MO,63169,78,85775,0.98,8,760,119918,29,2
Jeanine Oertzen,9 La Follette Way,Katy,TX,77493,68,106459,1,10,337,341475,48,3
Ivette Volant,7 Merrick Terrace,Fort Pierce,FL,34949,78,90480,0.8,7,586,227466,12,3
Krystyna Hemerijk,73994 Redwing Street,Norfolk,VA,23504,22,36267,0.88,8,676,369255,51,3
Ealasaid Pleat,114 Ridge Oak Terrace,Des Moines,IA,50310,78,112787,0.77,0,526,417373,19,2
Rosamund Kurth,5 Judy Terrace,Saint Petersb,FL,33737,33,121767,0.75,4,455,366531,12,3
Claudine Charlet,99 Arizona Terrace,Pensacola,FL,32511,64,141706,0.83,1,644,48386,12,3
Lanette Albasiny,995 Homewood Circle,Pittsburgh,PA,15215,45,73998,0.82,4,621,294674,42,1
Radcliffe Longcake,080 Erie Center,Pueblo,CO,81005,55,116636,0.99,15,807,133971,8,4
Ava Weddeburn - Scrim,48 Dovetail Way,Grand Forks,ND,58207,57,55599,0.76,10,523,160833,38,2
Creigh Dietzler,2 Stone Corner Court,Maple Plain,MN,55579,22,55664,0.83,2,637,435834,27,2
Gerik Blurton,64 Mendota Avenue,Atlanta,GA,31136,22,109432,0.98,12,769,177576,13,3
Glenden MacEnelly,797 Stephen Parkway,Houston,TX,77234,41,39365,0.75,1,492,148315,48,3
Charlot Tuxell,59 Oak Terrace,Wilmington,DE,19897,48,136434,0.85,3,659,153783,10,3
Isiahi Kingsnod,0 Milwaukee Crossing,Herndon,VA,22070,26,32499,0.92,15,723,367594,51,3
Ashla MacGuiness,8904 Bashford Place,Akron,OH,44321,45,104087,0.77,6,531,201085,39,2
Brittany Obee,8 Prentice Lane,Hartford,CT,6152,41,126164,1,0,321,393217,9,1
Niel Redhouse,400 Portage Road,Minneapolis,MN,55436,41,79535,1,15,845,449761,27,2
Bailey Rowston,44 South Circle,Lynchburg,VA,24515,80,112501,0.72,14,402,290274,51,3
Patricia Grunbaum,92757 Chinook Trail,Pensacola,FL,32526,57,126489,0.74,10,447,200405,12,3
Teador Raspin,9660 Stuart Circle,Santa Ana,CA,92705,76,141070,0.7,15,398,114580,6,4
Armin Rotherforth,497 Lillian Hill,Kansas City,KS,66105,73,59518,0.92,2,722,409684,20,2
George Da Costa,200 Ronald Regan Terr,Nashville,TN,37205,23,124467,0.74,6,428,224001,47,3
Jedidiah Taggett,321 Melby Court,Washington,DC,20470,49,69862,0.92,15,703,342253,11,3
Garvy Carus,13752 Summit Drive,Toledo,OH,43699,36,78246,1,5,317,101654,39,2
Eydie de Guise,38 Kingsford Crossing,Atlanta,GA,30301,37,65321,0.77,15,548,93897,13,3
Jaymie Mertgen,042 Farmco Avenue,Houston,TX,77040,30,46213,0.74,7,429,340089,48,3
Ninette Coulthurst,56 Golf Course Center,Mobile,AL,36641,36,134172,1,2,840,486984,1,3
Osmund Colman,0 Atwood Trail,Chicago,IL,60604,78,117310,0.88,4,677,185668,17,2
Arnie Capeloff,87901 Blaine Avenue,Manassas,VA,22111,62,146693,0.88,8,676,144312,51,3
Roxana Columbine,491 Twin Pines Lane,Ogden,UT,84409,27,42419,0.7,11,370,414609,49,4
Federica Enden,25 Becker Parkway,Fargo,ND,58122,62,44158,0.78,7,557,434749,38,2
Ari Gaskill,68 Buell Alley,San Diego,CA,92160,51,59136,0.7,9,367,322140,6,4
Gertrud Boddymead,7 Packers Drive,Maple Plain,MN,55572,70,112649,0.76,2,516,424882,27,2
Selig Baxster,5 Fairfield Park,Chicago,IL,60652,24,134203,1,13,330,89209,17,2
Madalena Sommerlie,094 Nobel Avenue,San Diego,CA,92196,54,56532,0.7,4,364,38241,6,4
Christina Pardoe,503 Del Sol Plaza,San Diego,CA,92165,57,143564,0.99,1,812,379566,6,4
Morgan Barrass,01941 Ludington Pass,Cincinnati,OH,45271,28,44460,0.98,3,794,165711,39,2
Nevil Tortis,25496 John Wall Terra,Portland,OR,97201,21,139694,0.75,3,498,269263,41,4
Shelia Heintsch,502 Farragut Drive,Tulsa,OK,74184,44,93892,0.72,15,412,254314,40,3
Eli Yair,08290 Warner Junction,Atlanta,GA,30368,34,51387,0.98,11,757,424244,13,3
Loleta Lowy,5 Coleman Avenue,Gainesville,FL,32610,41,125219,0.76,4,524,353715,12,3
Vivian Feaks,088 Corry Avenue,Washington,DC,20244,69,89123,0.83,3,647,161691,11,3
Kara Walczynski,27 Artisan Park,Milwaukee,WI,53225,67,147257,0.75,1,462,242455,55,2
Elene Stephens,6591 Summer Ridge Poi,Spokane,WA,99252,61,45706,1,15,313,148814,53,4
Elianora Melby,6 Morning Pass,Topeka,KS,66642,42,127935,0.7,4,375,133103,20,2
Sloan Huge,13414 Judy Junction,Omaha,NE,68197,50,67622,1,6,829,466273,31,2
Evelyn Clowton,63 Knutson Pass,Idaho Falls,ID,83405,50,48430,1,10,827,297523,16,4
Iormina Badsworth,989 Bobwhite Street,Tucson,AZ,85720,77,99442,0.76,7,502,53264,4,4
Michelle Casley,58652 Manley Hill,New York City,NY,10160,29,73570,0.98,5,751,354036,36,1
Page Tellesson,97044 Fallview Terrac,Anchorage,AK,99517,55,45766,0.92,1,714,143670,2,4
Lia Opie,0 Sunnyside Point,Columbus,OH,43240,38,111960,0.77,2,526,490668,39,2
Chrysa Alldis,9903 Summit Trail,Stockton,CA,95205,39,118024,0.72,2,422,319337,6,4
Jordan Phlippi,353 Cottonwood Way,Santa Fe,NM,87505,62,99776,0.98,10,784,255379,35,4
Rafaelia Borgnet,548 Old Shore Road,Denver,CO,80291,28,132095,1,4,308,69435,8,4
Marylou Freschini,5509 Manufacturers Cr,Providence,RI,2905,77,112366,0.8,11,598,187646,44,1
Hasheem Beccles,5 Ruskin Drive,Fort Worth,TX,76192,71,111926,0.98,15,781,466712,48,3
Fredelia Scrancher,43 Lotheville Crossin,Sioux City,IA,51105,42,43896,0.75,3,497,378401,19,2
Brannon Aughtie,79465 Garrison Trail,Dallas,TX,75392,20,30926,0.8,10,599,390945,48,3
Ward Shillabear,92320 Hanover Point,Katy,TX,77493,30,100554,1,14,834,29328,48,3
Carmen Petroulis,08 Shoshone Place,Monroe,LA,71208,68,81255,0.75,5,465,336070,22,3
Elsi Carman,5 Lakewood Parkway,Dallas,TX,75205,54,67483,0.88,3,698,446302,48,3
Debby Gabby,86230 Claremont Drive,Birmingham,AL,35285,32,94310,0.78,6,571,471793,1,3
Markus Fussie,7951 Browning Alley,Richmond,VA,23237,55,60884,0.83,14,636,41157,51,3
Samaria Arno,97 Sugar Junction,Lake Worth,FL,33462,52,111195,0.7,6,396,150366,12,3
Deane Jager,05 Dwight Alley,Evansville,IN,47725,70,41990,1,8,318,294425,18,2
Veronike Colbron,16 International Aven,Arlington,VA,22205,25,134340,0.7,14,393,462875,51,3
Hildegarde Reignould,08 Express Center,Columbus,OH,43268,53,88269,0.88,15,685,157623,39,2
Karly Phillp,991 Swallow Park,Bradenton,FL,34282,61,102136,0.74,11,428,218367,12,3
Kliment Castaignet,921 Center Hill,Yonkers,NY,10705,70,76491,1,12,335,455461,36,1
Garold Kerman,709 Westridge Lane,El Paso,TX,79955,47,135386,0.78,11,551,333674,48,3
Valida Fetter,04 Oxford Road,Montgomery,AL,36114,40,30892,0.98,2,759,114113,1,3
Reeba Itter,611 Dapin Pass,Huntington,WV,25726,42,50471,0.83,9,645,374247,54,3
Alyse Simmins,22 Raven Alley,Evansville,IN,47732,80,142973,0.7,3,377,318150,18,2
Jacky Lennox,5 Lunder Plaza,Pittsburgh,PA,15210,59,141376,0.98,8,764,187480,42,1
Charmine Beauvais,589 Mcguire Court,New York City,NY,10034,43,89724,0.7,9,365,383373,36,1
Robinetta Popplestone,96 Randy Place,Topeka,KS,66629,48,61019,0.75,4,474,87272,20,2
Reidar Syplus,36 Donald Lane,El Paso,TX,88569,68,134815,0.92,11,716,130391,48,3
Tyson Grills,93994 Everett Hill,Richmond,VA,23208,57,127654,0.99,14,825,61929,51,3
Pammie Lucas,3 Heath Street,Minneapolis,MN,55402,80,132572,0.85,8,664,133605,27,2
Germayne Furzey,710 East Avenue,Virginia Beac,VA,23454,62,34646,0.75,3,467,335839,51,3
Lambert Shurrock,17781 Butternut Stree,Hartford,CT,6105,56,101554,0.7,10,385,153605,9,1
Lawry Amberger,99 Monica Junction,Grand Rapids,MI,49544,54,32658,1,5,341,164743,26,2
Oralla Kenninghan,092 Heffernan Point,El Paso,TX,88563,75,130410,0.76,1,505,481549,48,3
Costa Pavlik,24 Carberry Road,Boulder,CO,80310,75,34923,0.82,9,611,238799,8,4
Archibald Swadlinge,42 Melby Pass,Washington,DC,20051,57,104238,0.98,1,776,464906,11,3
Omero Rosenstiel,82 Lerdahl Parkway,Chicago,IL,60652,53,102599,0.98,13,757,464683,17,2
Bennie Fay,93555 Lyons Avenue,Erie,PA,16510,71,56337,0.74,3,429,305655,42,1
Amber Pouton,6 Merry Circle,New York City,NY,10024,43,139875,0.77,3,531,217845,36,1
Prent Rattenbury,8 Texas Junction,Charlotte,NC,28230,65,29337,0.99,6,814,374188,37,3
Michaella Jeratt,9 Summerview Street,Idaho Falls,ID,83405,55,146792,0.92,6,720,288562,16,4
Kaylil Guerra,0 Merchant Terrace,Saint Petersb,FL,33715,33,106947,0.96,13,738,90689,12,3
Othilia Kollasch,075 Division Lane,Green Bay,WI,54305,67,134983,0.74,4,432,191788,55,2
